[Header]	
System	TOC-L	
S/W Version	1.00	
User		
Date/Time	11/22/2019 9:02:46 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC	Vial 61		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 1:46:10 AM	1	2	NPOC	0.8949	-1.148	NPOC:-1.337mg/L	0	50	
Unknown	NPOC	Vial 61		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 1:49:22 AM	1	3	NPOC	1.189	-1.525	NPOC:-1.337mg/L	0	50	
Unknown	NPOC	Vial 62		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 1:59:47 AM	1	1	NPOC	188.3	-241.6	NPOC:-1.245mg/L	1	50	
Unknown	NPOC	Vial 62		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:01:59 AM	1	2	NPOC	1.387	-1.779	NPOC:-1.245mg/L	0	50	
Unknown	NPOC	Vial 62		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:05:00 AM	1	3	NPOC	0.5537	-0.7103	NPOC:-1.245mg/L	0	50	
Unknown	NPOC	Vial 63		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:15:36 AM	1	1	NPOC	138.1	-177.2	NPOC:-1.152mg/L	1	50	
Unknown	NPOC	Vial 63		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:17:58 AM	1	2	NPOC	1.313	-1.684	NPOC:-1.152mg/L	0	50	
Unknown	NPOC	Vial 63		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:21:06 AM	1	3	NPOC	0.4833	-0.6200	NPOC:-1.152mg/L	0	50	
Unknown	NPOC	Vial 64		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:31:37 AM	1	1	NPOC	172.5	-221.3	NPOC:-1.097mg/L	1	50	
Unknown	NPOC	Vial 64		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:33:48 AM	1	2	NPOC	1.194	-1.532	NPOC:-1.097mg/L	0	50	
Unknown	NPOC	Vial 64		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:36:54 AM	1	3	NPOC	0.5162	-0.6622	NPOC:-1.097mg/L	0	50	
Unknown	NPOC	Vial 65		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:47:02 AM	1	1	NPOC	133.3	-171.0	NPOC:-0.7515mg/L	1	50	
Unknown	NPOC	Vial 65		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:49:11 AM	1	2	NPOC	0.8064	-1.034	NPOC:-0.7515mg/L	0	50	
Unknown	NPOC	Vial 65		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:52:17 AM	1	3	NPOC	0.3652	-0.4685	NPOC:-0.7515mg/L	0	50	
Unknown	NPOC	Vial 66		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:02:25 AM	1	1	NPOC	139.6	-179.1	NPOC:-1.372mg/L	1	50	
Unknown	NPOC	Vial 66		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:04:40 AM	1	2	NPOC	1.587	-2.036	NPOC:-1.372mg/L	0	50	
Unknown	NPOC	Vial 66		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:07:40 AM	1	3	NPOC	0.5524	-0.7086	NPOC:-1.372mg/L	0	50	
Unknown	NPOC	Vial 67		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:17:39 AM	1	1	NPOC	118.0	-151.4	NPOC:-1.156mg/L	1	50	
Unknown	NPOC	Vial 67		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:19:59 AM	1	2	NPOC	1.405	-1.802	NPOC:-1.156mg/L	0	50	
Unknown	NPOC	Vial 67		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:22:52 AM	1	3	NPOC	0.3980	-0.5106	NPOC:-1.156mg/L	0	50	
Unknown	NPOC	Vial 68		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:33:04 AM	1	1	NPOC	108.0	-138.5	NPOC:-0.9708mg/L	1	50	
Unknown	NPOC	Vial 68		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:35:13 AM	1	2	NPOC	0.9392	-1.205	NPOC:-0.9708mg/L	0	50	
Unknown	NPOC	Vial 68		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:38:25 AM	1	3	NPOC	0.5743	-0.7367	NPOC:-0.9708mg/L	0	50	
Unknown	NPOC	Vial 69		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:48:37 AM	1	1	NPOC	130.6	-167.5	NPOC:-1.811mg/L	1	50	
Unknown	NPOC	Vial 69		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:50:49 AM	1	2	NPOC	1.343	-1.723	NPOC:-1.811mg/L	0	50	
Unknown	NPOC	Vial 69		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 3:54:02 AM	1	3	NPOC	1.480	-1.899	NPOC:-1.811mg/L	0	50	
Unknown	NPOC	Vial 70		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:03:58 AM	1	1	NPOC	81.82	-105.0	NPOC:-0.7950mg/L	1	50	
Unknown	NPOC	Vial 70		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:06:07 AM	1	2	NPOC	0.9089	-1.166	NPOC:-0.7950mg/L	0	50	
Unknown	NPOC	Vial 70		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:09:14 AM	1	3	NPOC	0.3306	-0.4241	NPOC:-0.7950mg/L	0	50	
Unknown	NPOC	Vial 71		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:19:06 AM	1	1	NPOC	64.87	-83.22	NPOC:-1.256mg/L	1	50	
Unknown	NPOC	Vial 71		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:21:15 AM	1	2	NPOC	0.9031	-1.159	NPOC:-1.256mg/L	0	50	
Unknown	NPOC	Vial 71		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:24:27 AM	1	3	NPOC	1.055	-1.353	NPOC:-1.256mg/L	0	50	
Unknown	NPOC	Vial 72		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:34:23 AM	1	1	NPOC	71.49	-91.71	NPOC:-1.103mg/L	1	50	
Unknown	NPOC	Vial 72		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:36:33 AM	1	2	NPOC	1.320	-1.693	NPOC:-1.103mg/L	0	50	
Unknown	NPOC	Vial 72		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:39:39 AM	1	3	NPOC	0.4004	-0.5136	NPOC:-1.103mg/L	0	50	
Unknown	NPOC	Vial 73		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:49:58 AM	1	1	NPOC	66.18	-84.90	NPOC:-0.8773mg/L	1	50	
Unknown	NPOC	Vial 73		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:52:07 AM	1	2	NPOC	0.9845	-1.263	NPOC:-0.8773mg/L	0	50	
Unknown	NPOC	Vial 73		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 4:55:14 AM	1	3	NPOC	0.3833	-0.4917	NPOC:-0.8773mg/L	0	50	
Unknown	NPOC	Vial 74		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:05:22 AM	1	1	NPOC	69.49	-89.14	NPOC:-0.9602mg/L	1	50	
Unknown	NPOC	Vial 74		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:07:31 AM	1	2	NPOC	1.074	-1.378	NPOC:-0.9602mg/L	0	50	
Unknown	NPOC	Vial 74		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:10:39 AM	1	3	NPOC	0.4231	-0.5428	NPOC:-0.9602mg/L	0	50	
Unknown	NPOC	Vial 75		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:20:19 AM	1	1	NPOC	38.26	-49.08	NPOC:-1.086mg/L	1	50	
Unknown	NPOC	Vial 75		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:22:28 AM	1	2	NPOC	1.285	-1.648	NPOC:-1.086mg/L	0	50	
Unknown	NPOC	Vial 75		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:25:35 AM	1	3	NPOC	0.4083	-0.5238	NPOC:-1.086mg/L	0	50	
Unknown	NPOC	Vial 76		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:35:07 AM	1	1	NPOC	27.46	-35.23	NPOC:-1.403mg/L	1	50	
Unknown	NPOC	Vial 76		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:37:16 AM	1	2	NPOC	1.687	-2.164	NPOC:-1.403mg/L	0	50	
Unknown	NPOC	Vial 76		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:40:23 AM	1	3	NPOC	0.5006	-0.6422	NPOC:-1.403mg/L	0	50	
Unknown	NPOC	Vial 77		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:49:39 AM	1	1	NPOC	30.13	-38.65	NPOC:-1.106mg/L	1	50	
Unknown	NPOC	Vial 77		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:51:48 AM	1	2	NPOC	1.307	-1.677	NPOC:-1.106mg/L	0	50	
Unknown	NPOC	Vial 77		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 5:54:55 AM	1	3	NPOC	0.4176	-0.5357	NPOC:-1.106mg/L	0	50	
Unknown	NPOC	Vial 78		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:04:29 AM	1	1	NPOC	41.88	-53.72	NPOC:-1.469mg/L	1	50	
Unknown	NPOC	Vial 78		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:06:38 AM	1	2	NPOC	1.252	-1.606	NPOC:-1.469mg/L	0	50	
Unknown	NPOC	Vial 78		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:09:46 AM	1	3	NPOC	1.038	-1.332	NPOC:-1.469mg/L	0	50	
Unknown	NPOC	Vial 79		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:19:09 AM	1	1	NPOC	32.77	-42.04	NPOC:-1.300mg/L	1	50	
Unknown	NPOC	Vial 79		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:21:29 AM	1	2	NPOC	1.554	-1.993	NPOC:-1.300mg/L	0	50	
Unknown	NPOC	Vial 79		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:24:22 AM	1	3	NPOC	0.4725	-0.6061	NPOC:-1.300mg/L	0	50	
Unknown	NPOC	Vial 80		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:34:11 AM	1	1	NPOC	54.76	-70.25	NPOC:-1.521mg/L	1	50	
Unknown	NPOC	Vial 80		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:36:36 AM	1	2	NPOC	1.693	-2.172	NPOC:-1.521mg/L	0	50	
Unknown	NPOC	Vial 80		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:39:41 AM	1	3	NPOC	0.6780	-0.8697	NPOC:-1.521mg/L	0	50	
Unknown	NPOC	Vial 81		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:49:44 AM	1	1	NPOC	63.66	-81.66	NPOC:-1.372mg/L	1	50	
Unknown	NPOC	Vial 81		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:52:10 AM	1	2	NPOC	1.645	-2.110	NPOC:-1.372mg/L	0	50	
Unknown	NPOC	Vial 81		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 6:55:18 AM	1	3	NPOC	0.4942	-0.6340	NPOC:-1.372mg/L	0	50	
Unknown	NPOC	Vial 82		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:05:22 AM	1	1	NPOC	55.53	-71.23	NPOC:-1.261mg/L	1	50	
Unknown	NPOC	Vial 82		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:07:31 AM	1	2	NPOC	1.492	-1.914	NPOC:-1.261mg/L	0	50	
Unknown	NPOC	Vial 82		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:10:39 AM	1	3	NPOC	0.4740	-0.6080	NPOC:-1.261mg/L	0	50	
Unknown	NPOC	Vial 83		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:19:27 AM	1	1	NPOC	5.315	-6.818	NPOC:-0.9481mg/L	1	50	
Unknown	NPOC	Vial 83		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:21:56 AM	1	2	NPOC	1.042	-1.337	NPOC:-0.9481mg/L	0	50	
Unknown	NPOC	Vial 83		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:25:03 AM	1	3	NPOC	0.4362	-0.5596	NPOC:-0.9481mg/L	0	50	
Unknown	NPOC	Vial 84		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:34:42 AM	1	1	NPOC	50.90	-65.29	NPOC:-0.9697mg/L	1	50	
Unknown	NPOC	Vial 84		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:36:51 AM	1	2	NPOC	1.035	-1.328	NPOC:-0.9697mg/L	0	50	
Unknown	NPOC	Vial 84		C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 7:39:57 AM	1	3	NPOC	0.4769	-0.6118	NPOC:-0.9697mg/L	0	50	
Unknown	NPOC	Vial 85	60ppm	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 11:36:59 AM	1	1	NPOC	292.8	-375.6	NPOC:-375.6mg/L	0	50	
Unknown	NPOC	Vial 85	60ppm	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 11:41:12 AM	1	2	NPOC	292.8	-375.6	NPOC:-375.6mg/L	0	50	
Unknown	NPOC	Vial 2-1	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 12:50:45 PM	1	1	NPOC	12.31	-15.79	NPOC:-12.60mg/L	1	50	
Unknown	NPOC	Vial 2-1	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 12:53:27 PM	1	2	NPOC	10.20	-13.08	NPOC:-12.60mg/L	0	50	
Unknown	NPOC	Vial 2-1	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 12:56:17 PM	1	3	NPOC	9.444	-12.11	NPOC:-12.60mg/L	0	50	
Unknown	NPOC	Vial 2-2	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 1:06:16 PM	1	1	NPOC	7.520	-9.647	NPOC:-9.694mg/L	0	50	
Unknown	NPOC	Vial 2-2	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 1:08:58 PM	1	2	NPOC	8.151	-10.46	NPOC:-9.694mg/L	1	50	
Unknown	NPOC	Vial 2-2	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 1:11:42 PM	1	3	NPOC	7.594	-9.742	NPOC:-9.694mg/L	0	50	
Unknown	NPOC	Vial 2-3	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 1:21:54 PM	1	1	NPOC	10.99	-14.10	NPOC:-14.27mg/L	0	50	
Unknown	NPOC	Vial 2-3	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 1:24:44 PM	1	2	NPOC	11.77	-15.10	NPOC:-14.27mg/L	1	50	
Unknown	NPOC	Vial 2-3	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 1:27:28 PM	1	3	NPOC	11.26	-14.44	NPOC:-14.27mg/L	0	50	
Unknown	NPOC	Vial 2-4	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 1:37:39 PM	1	1	NPOC	15.66	-20.09	NPOC:-20.31mg/L	0	50	
Unknown	NPOC	Vial 2-4	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 1:40:31 PM	1	2	NPOC	16.01	-20.54	NPOC:-20.31mg/L	0	50	
Unknown	NPOC	Vial 2-5	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 1:50:59 PM	1	1	NPOC	28.56	-36.64	NPOC:-36.85mg/L	0	50	
Unknown	NPOC	Vial 2-5	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 1:54:08 PM	1	2	NPOC	29.42	-37.74	NPOC:-36.85mg/L	1	50	
Unknown	NPOC	Vial 2-5	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 1:57:10 PM	1	3	NPOC	28.89	-37.06	NPOC:-36.85mg/L	0	50	
Unknown	NPOC	Vial 2-6	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:07:40 PM	1	1	NPOC	49.84	-63.93	NPOC:-65.98mg/L	1	50	
Unknown	NPOC	Vial 2-6	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:11:03 PM	1	2	NPOC	51.62	-66.22	NPOC:-65.98mg/L	0	50	
Unknown	NPOC	Vial 2-6	Untitled	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.cal	C:\TOC-L\CalCurves\KP_lowNPOC_0_10.2019_10_02_14_58_37.cal	1.00		11/21/2019 2:14:29 PM	1	3	NPOC	51.25	-65.74	NPOC:-65.98mg/L	0	50	
